review,sentiment
definitely provided extra gripping surface pick extends rubber shell obviously thin pics thin thick ones lot stiffer since shell bit thicker normal pick may gotten used know prefer grip pick really close tips harmonics fingers definitely dont slip bit pic want carry use occasionally arent everyday pick good pick aresonal,1
ive using yellow one far started using like grip strong cause rubber grooves colors designs pretty far tell widththickness reason thought theyd different thicknesses previous review far havent lost yay pretty hold nicely,1
wish discovered years ago comfortable grip works wonders nice clear tones pick tips thanks excellent,1
son says picks great use rubber grippers make easier holdespecially playing guitar extended period time highly recommend dava 6024 grip tip picks awesome,1
pick def one id use solo def good pick slower acoustic oriented guitarwork whenever play song consisting solely chords break guy great certain areas,1
picks texture friction enhancement old technology pick cutting edge none better possibility created multiflex feature grip awesome make better player used trouble holding picks problem solved stress gone picks work fab,1
dava picks nice equivalent medium weight pickthe rubber grip area great feel soft perfect holding long time dunlop picks bumps nice feels lot better fingersthere three little lines center pick bottom line supposed less flex top line supposed flex really hard position fingers exactly spots isnt much effect matter place fingers effect subtle bestthe criticism tip little bit short rubber end striking stringoverall like picks lot colors cool rubber feels really good hand nice grip,1
30 yrs playing finger style usually alternating bass never really used pick seemed like good first choicefor song performing chords bm e fm g 1st 3rd position needed back singer really strumming tiny bit playing first two strings introi found old thin peavey pick unintentionally picking looked like blue dava bottom guitar case worked perfectly ordered fender abalone thin picks find make playing chords quite easyfender 351 premium celluloid guitar picks 12 pack abalone thinmy ancient peavey broke half long continued using stub turned sideways waiting new fender picks arrive liked extra flexseems like advanced players like least medium better pick individual strings since never liked using pick fender thin works best im enjoying learning use songs like eric claptons interpretation bessie smiths nobody knows youill try dava picks later feel need play simon garfunkels version scarborough fair exclusively finger picking george harrisons comes sun uses pick still easier pick individual notes fingerstylethis acoustic 6 string steel guitar using daddario ej16 phosphor bronze light stringsbristol blueridge bd16 dreadnaught acoustic guitar naturaldaddario ej16 phosphor bronze acoustic guitar strings lightfor rank beginner never picked pick fender thin makes easier strum pick flexes essential turn wrist much get pick move smoothly stringsthe grip better dava arent going flex much undoubtedly better accomplished players advice ive seen says try em decide amazed delighted much easier fender thin made get started grip nice thinner pick worked better,0
tryed number picks textured ones seem work dexdarity problems regular picks without grips come hands cause unable control needed something little weight allthough fingures want move around little bit love picks move thumb index fingers back bottom pick feels comfortable used non textured picks kept droping themthese picks must allso sinse theire heavier picks ice picks really build hands fingersi love picks im defintley getting great pick,1
stay connected arent wide change style picking like music teacher try stay stocked picks great lil picks,1
far really like thickness right sort lightmedium grip exceptional look sort cool got six probably get wear doubt lose dropping picks,1
take medication makes hands shake therefore difficult time fine muscle movements switched dunlop jazz iiis loved puppies great feel dont worry dropping also bigger jazz iiis making bit easier hold made shaky hands,1
attempt see whats new pick industry decided dive give go way flimsy like use heavier pick always used dunlop tortex greens davas cant compete flimsy played aggression heavy rockbased material picks would fly hands huge disappointment flimsy,-1
love concept design picks save one flawthe rubber gripping goes far pick dont know guitar players thumb entire pick since goes far hard pick clean without hitting rubber strings sometimes love bend middle grippy rubber think scale rubberization back little bit theyre nice,1
good grip flexible description says nothing thickness flexibility picks probably good strumming good lead flexible,-1
always trouble holding onto picks fingers couldnt extended play nothing worse shaking pick body lol wish would thought needed work great needed,1
still searching pick replace ones left somewhere knew ones sought great dont move around hand yet drop one first time noticed pick make difference sound guitar sound great ive found new favorite pick sound great havent dropped one yet,1
like feel rubber pick helps keep slipping hand playing good,1
keep ordering picks love rubber grip mediums right thickness great product love,1
really like using pick acoustic nylon string guitar rubber makes easy hold onto feel obtains good sound guitar well good acoustic nylon string,1
picks kind thin flexible good rubber grip theyre good speedpicking strumming complaint theyre thin pack brings 6 picks youre looking thin flexible picks good grip great picks,1
grip pretty great havent dropped ive playing much better give nice crisp sound elixir nanoweb strings perfect grip,1
dava 6024 grip tipitem advertised first attempt playing mandolin selected product work fine starter may learn different time goes along assuming teach old dog new tricks saying goes grip tip picks,1
amazing im intermediate player last 30 years tend sweaty hands loose grip every pick used turned fingersloose grip little sweat slick finish ok nowthin med heavy choose stiffness hold pick incredible stiffness change depending hold even hold onto nice grip keep getting cuz everytime hand one someone try last time see hit add cart wont sorry pick buy,1
picks one items taste 98 decides works said admit picks high quality design really pragmatic effective recently introduced student mine say first time 15 years changed picksi used dunlop made lexan material found perfect came along sometimes change good need open matter taste,1
thats good thing wanted tuner pedal could use lighting condition previous experience korg equipment made pitchblack nobrainertheres much say hasnt already said except 34true bypass34 nonsense tone sucks device problem somewhere else effect want talk unity gain hand im ears begin korg,1
experience little tuner perfectits extremely easy see dark stage environment dead quiet activated easy understand looking youre tuning takes little room pedal board cream coffee hundred bucks thats crazy build quality little iron bricki highly recommend little guy korg got right one perfect,1
tuner works great put 9 volt battery couple months ago still going strong take 9 volt output power supply piggyback another pedal great accurate get confused normal conditions need hit one string time however size perfect pedalboard small still quite readable price good boss past took back seemed overpriced complicated great tuner great buy,1
tuner awesome accurate noticeable else say price best deal ever get ps use base though satisfied thanks korg excellent,1
excellent pedal tuner easy read light dark stages mutes signal tuning welldesigned rugged construction believe much better value major brands cost least 50 onebutton operation makes simple operate korg pitchblack true bypass chromatic tuner pedal 4 display modes,1
best tuner board opinion great display easy viewread simple click isnt noisy since true bypass pedal turns engaged great feature since battery drain use even things plugged silent onoff two recommend anybody looking tuner rig best tuner anyones rig,1
main reason bought tuner similar offerings boss tc electronics read prior making purchase accurate low tunings bass player sometimes playing drop must say owning must agree ive used tuners happened bring one along thats experience also easy read note youre youre dimly lit stage fav pedal tuner,1
use tune antique korg saw baby road maroon5s james make sure guitar intonation perfect perfect tune,1
pretty much ideal tuner far im concerned truebypass brilliantly visible easy read dark stage accurate small footprint durable powers pedals 100 especially bought usedits virtues many varied youve using cheap crappy tuner like youll notice difference moreif want hyperaccurate tuner kind technical work pitchblacks tolerances might quite youre looking far stage tuners go got tighter tolerance boss stompboxif want buffer chain pedal wont supply truebypassif want hear strings ringing tune pedal output muted tuner engaged prefer make audience listen tune nonissue plus like able use pedal killswitchthese circumstances think might valid reason buy pitchblack right instantedit time pedal ive noticed used power pedals dont like daisychained pedals power output notably tremolos daisychain cable connected straight power supply pitchblack powered like pedal problem vanishes kind strange figured worth noting dont consider enough problem take points recommend box less everything anyone needs stage tuner,1
third purchase tuner three work perfectly easy tune basses one younger son started playing bass one backupthe reason gave latest tuner four stars one metal connectors attaches 9v battery loose barely hangs battery post may tape keep place two tuners dont issuestill best around buy awesome tuner slight defect,1
best guitar tuner job correctly doesnt go crazy youre tunnin geat excellent,1
little say incredible little stomp box color sound build like tank large display perfect smelly dark bars joints musicians play korg brand printedand thats enough trust great tunnercheers perfect,1
bought tuner tc electronic poly tune happy purchase simple use great visibility color signal engaged also ability daisy chain pedals currently need highly recommend nice simple,1
things life dont want think tuner one enough think stage without worrying tuner fast reliable looks great pedal board true bypass doesnt add bit noise suck tone brand preference guide decision dont shy away wellmade piece equipment would buy gold standard,1
choice market imho one get two would buy needed another one love tuner,1
unit perfect solution people whose amps mute switches tuning absolutely silent mode mutes tuning without clicks pops switched bypass tuner mode totally transparent tone 4 tuning modes make selecting one works best extremely simple personally prefer full strobe tuning quick accurate doesnt hunt pitches like tuners especially 6string bass single 9volt battery used mutetuner mode activated battery last long long time display bright clear rugged well thought solidly built simplemy complaint calibration mode series nonselfexplanatory numbers change hit calibration button explained manual could clearer id buy without hesitation though best bass tuner ive used,1
product easy use without noise truly recommend tuner pedal im happy product product great bit noise,1
simple accurate takes little room several modes nicely backlight top half price pedal tuner korg king practical tuner world love tuner,1
days working great like true bypass price outstanding tuning spot default tuning display perfect ive real impressed top tuners imo cant go wrong tuner pleased outstanding tuner,1
accurate easy use excellent korg dt10 plugged battery hooked guitar tuned using korg dt10 already came meter mode verified exactly tuning dt10 gave love nice footprint easy see indicators bright room darkened stage one input 1434 jack right one output 1434 jack left simple use probably never use three display modes nice tht want play perfect tuner perfect tuner,1
like pedal heavy click press playing dark room led lights nice bright true bypass im telling get one best,1
use first pedal guitar cable touches goes pedal board true bypass means sound affected use step button sound cuts get tuner works advertised complaint could smaller smaller truebypass tuners space issue board ive posted photo tuner board pedaltrain mini soft case need smaller tuner buddies use like polytune great tuner could smaller,1
korg pitchblack probably along boss tu2tu3 considered one industry standards compact pedal bypass tuners use guitar bass tu2 pitchblack excellent dont really opinion yet better however strengths korg pitchblack may lead prefer tuners primary draw bright lightup display wide color bars tuner displays note closest colors guide perfect pitch marked green light middle almost like airplane landing guide lights indicate tone turning actually dim transition one another go across semitones could argue therefore visual guide giving lot precision would get simple onoff light tuner works quickly reliablythe build quality outstanding true bypass step pedal tuner guitar signal switch also soft button variety similar find vox pedals many boutiques nice feel though could easier bump high traffic areathis great tuner reasonable price really comes user preference ive heard many guitarists prefer one high accuracy visibility industry standard reason,1
awesome tuner really fast responsive best accurate enough using setups resulted much quicker easier process anticipated nice bright clearly see stage dark occasionally get small pop engage frequently pedal feels good sturdy really cannot see anyone breaking unless feel need leap monitors switch price easy enough anything happen would think twice picking another one hey tune,1
picked korg pitchblack guitar center yesterday use snark time needed something tune practice everyone playing making noise love thing far accurate fast fits nicely pedal board metal plastic like tuners price like multiple display options calibrations mute function awesome true bypass believe great buy happy got red skip boss get one,1
easy use accurate great visibility tuning indicators tuner fine low b 5 string bass tuners work well low frequency great tuner,1
good tunner bypass switch think good choise pedalboards changed tc electronic polytune good tunner,1
good pedalthese pedals perfectunder price excellent qualityi like sound goodi 3 pedals pedalboard behringer thank product good pedal,1
wow price u beat pedal got pedal add second guitar harmony songs wow sounds awesome probably note activate noticed kinda lower volume little bit mind though still give 5 stars awesome pedal,1
octave divider two downit parallel intervals la trevor rabin owner lonely heartit intelligent harmonies make sure guitar tune track playingit digitech whammyesque divebombs downit choruslike detuningit whammy bar fluttercopiesits bargainits welcome pedalboardif youre looking lexicon tc profess know use really cant go wrongget one fun programmable im getting another walletfriendly intelligent friendly,1
im second us600 pedal first one broke plugged cheap cord input went pull stuck soi applied lot force pull cord heard something break inside pedal went use didnt worki pulled pedal apart inspected see repairs ended opting buy new one instead even though pedal cheap housing worries little bit boss equivalent pedal 3 times much since isnt staple effect pedal board im happy go something cheaper nowproscheap price sounds greatconscheap housing may break used lot great sounds poor quality housing,1
id rather use solocombo pedal save space find shopping separate pedals satisfy taste looking little 60s ampthis,1
behringer us600 ultra harmonistshifter pedal pretty goodyou need little time learn rock youjust try behringer us600 ultra harmonistshifter pedal,1
said could hook volume pedal raise lower note youre playing three octaves could never get feature work properlyfrom video reviews ive heard youtube harmonizer even come close boss version costs 100 less since professional musician playing around works fine get pay foraddendum ive owned discovered turn sixstring strat bass turning balance knob way right pitch second bottom position fact record dean edge bass onto boss loop station record strat top using behringer ultra shifterharmonist cannot tell difference tonalityi thinking selling bass become needless expense needs neck adjusted twice year strings expensive harder play strat okay things really great others,1
havent got far thing yet like classic behringer plastic housing personally never problems definitely get odd tone change work id say check youtube channel hear familiar tones early review,1
dual tone shifter looking variable key capability havent seen much expensive ones features great buy money versatile shifter,1
behringer us600 wellmade high impact plastic housing hold well long abused sufficiently quiet modes seem color sound bypass modei purchased us600 specifically 34detune34 effect effect works quite well single coil pickups going tube amps effect particularly dramatic outputs b fed two different amps giving nice roomfilling stereo effecti pleasantly surprised effects pitch shifter produces nice lower octave effect good heard anywhere using outputs possible feed original signal guitar amp lower octave signal bass amp makes guitar sound hugethe harmonist effect amusing limited uses wont make sound like duane allman dickey betts playing harmony however handy short solos tried key g got useful resultsthe trem bar would work well loud uses like metal flutter effect gives nice leslie effect soundoverall think device offers value many expensive pedals seen several speak ill im sure took sufficient time learn use pedal quite learning curve gadget fulling results obtainable one takes time master deviceone observation studio effect road effect many individual adjustments need made order calibrate effect would difficult box floor place top rig order access control knobs make adjustments way would work well floor pedal would device dedicated one effect detune example giggingin conclusion debated months whether purchase effect im glad finally decided get great sounding detune effect alone makes worth price octave effect pitch shifter nice bonus effects icing cake kudos behringer building another reasonably priced effect home studio enthusiast weekend warrior good value,1
affordable copy boss harmonist pedal bought mainly harmonist polyphonic pitch shift feature surprised much fun trem bar flutter mode play withanyway third day tracking pedal suddenly started one second delay fourth day addition tracking problem hitting certain notes caused low pitch fluttering noise also pedal started oscillating times would given behringer us600 five stars kept working tracked nice didnt tone suck bad cool pedal broke quick,-1
seller shipped fast give 5 plus stars review regarding actual productthe behring us600 basic pitch shifter dont expect elaborate effectsmade plastic sturdy boss pedalgoes 9v batteries quickly stock upif use ac adapter get hum eliminatorcurse 60 cyclealso run us600 distortion optimum performanceother wise shifting clean signaldistortion pitch shifter chorus outthis pedal gives sweet 12string chorus sound alone worth 45 bones dive bombs reverse dive bombs flutter dont expect 2 octave bottom doesnt thatyou sound like thin lizzy dual guitar lead get bryan may queensryche meets allman brothers harmonies 3rdsfor budget pedal doesnt advertiselacks true instructions go youtube watch demos inexpensive alternative harmony effects,0
super cool pedal tons applications sounds great recording wouldnt take tour anything plastic harmonizing function buggy times trem function works great input expression pedal would recommend using one save pedal wearit plastic love behringer pedals price get ton great sounding functioning pedals half price boss counterparts one favorite pedals time super awesome pedal,1
use us600 short lead riffs works great sweetening role easy change key manually point fact much easier originally thought mainstay pedal board harmony budget never sweeter,1
well like everyone knows copy boss lot cheaper works fine im happy anyway mean play home garage band perform good pedal want pedal boss one going pick overall give chance nice,1
well got one messin couple hoursits exactly would expect behringer worksits great gets job done feel takes quite bit brightness definition still pretty useful less 25i dont regret geting delays much fun wonder gone withdanelectro d8 fab 600ms delaywell maybe next timei give 3 5 wasnt time behringer surprised exactly would expect behringer,0
delay pedal cheap could pass let tell easy fun use stopped messign reverb amp use much nice sounds guitar actually bought try experiments harmonica dismal failures big win guitar though great money,1
match someone wants use record use plugin instead like behringer products even though snobbed particular unit one finest products give credit price point effort someone appreciate sits drawer end sold online defective want cheap big loss probably good aspiring guitarist plays live,0
want interesting echo repeat worth minimal investment recommend buying multiplug power supply goes batteries fairly quickly likely buying pedals compliment one interesting effects pedal,0
old school delay works well simple use adjustments intensity length uses 9v batt power adaptor reasonably priced analoge delay works great,1
great little pedal nice set adjustments give wide range delays echo sound easy use low price classic sounds wish 4 ears could buy another one strictly home studio use havent tried gigging though seems pretty sturdy plastic pretty solid plastic also danelectro fab echo blows away danelectro okay doesnt depth adjustment berhinger pedal delicious delay notes want hear little longer,1
behringer products cheap good quality make sound hopefully behringer make even better next time without compromising price hit miss beringer,0
complained construction best actually send first one back work new one came day lodged request replacementits simple echo device use give guitar little bounce prefer play dry time define better im solos need little filling keeps subtle lot wantedsturdy enough well priced simple use says,1
perfect pedal sounds great matter levels noisy fits pedals board great great delay,1
fairly cool things sound lot would great new person experimenting effects okay,0
price happy purchase feel sounds really good many settings think build fine daily use dont expect break anytime soon anyway nice delay,1
replaced delay foot pedal behringer vd400 analog delay money competent addition pedal board exactly expected much big name delay replaced honesty wasnt good room control pedal also buy six pedals paid last one math replacing foot pedal,1
thing simple set nice warm tone like clean delays also got tc electronics nova repeater options tap tempo stereo use one distorted delays dotted 8ths great pedals use time sweet sounding analog delay,1
ok replaced boss dd3 pedal boss digital pedal left board wanted complete analog board pedal subtle boss want delay fatten lead tones retain sound amp look mxr far better boss imho love dd3 analog delay goodness,1
excellent choice youre looking nice analog delay small footprintit looks great easy use fantastic size delay pedalthe analog delay nice warm much satisfying digital delay ears also modulation button enables add chorusing effect delaysthere internal adjustment dont think need use anywayi highly recommend cant beat,1
hands best delay pedal ever used owned boss dd3 many years tried various brands little beauty takes cake delay pure analog produces smooth creamy sound easy ears clean distorted settings adds exponentially tone turned true bypass means color guitars natural tone way recognized notable difference unhooked dd3 plugged carbon copythe pedal slightly smaller pedals built like tank price point little expensive instance get pay youre looking creamy true bypass analog pedal look carbon copy best creamy precise delay,1
super warm get trippy like depth adds everything subtle extreme whatever else mod switch great flutter effect nice extra 600 milliseconds really enough highend tape type unit something like 25 seconds enough like retro used show day got noticed say mxr really stepped stuff musical pedal youtube homework listen around youll come conclusion amazon great deal cool unit better expected,1
lot pedals including many delays echosthe mxr little organic warm tone response aqua puss eh delux memory boy ibanez boss lets even get behringer stuff like choruslike mod button lush sweet listen feature rich delays tad appealing ear others simple use compact well built like using clean even ability take distortion pretty goodthis simliar favorite echo morely ecv 70s real warm surrounding sound lush right wordhope helps one better ones,1
reverb broke amp tried boss frv1 replace didnt really like much read darker analog delay sort sound reverby exactly wanted fills sound yet doesnt add artificial high end sounds gorgeous playing alone basement songs always really excels vintagysounding stuff like rockabilly surf mod button nice addon havent really bonded yetif buy might consider aqua puss dont use high delay times much aqua puss easy access battery door great reverbless amps,1
ive never big delay guy ive always felt pedal board missing particular effect im definitely fan digital delay lot rd analog delays hopes find right one methere basically three options delays 200 mxr carbon copy ehx memory boy malekko ekko 616 realize pedals according research best three pricethe memory boy seemed good concern lot exaggerated modulation something interesting crazy effects ehx trademark youre looking sort thing memory boy might alley read nothing good things malekko ekko tossed back forth carbon copy ultimately went carbon copy able find firsthand reviews iti dont regret decision pedal sounds great repeats long sound artificial people complain repeats dark dont think people understand difference analog digital delay youre looking recreate edge sound analog delay youim able create types sounds pedal thickening rhythm track slapstick dreamy repeats solos love sometimes leave pedal mix knob dialed subtle ambience toneone minor criticism modulation effect subtile least outofthebox internal trimpots make effect pronounced yet mess would rather controls knobs pedal great analog delay,1
love pedal mod button makes sound like tremolo great classic fender tremolo amp use dont use option much use want little slapback works great provides real nice analog tone great basic delay warm analog tone,1
great effect happy awesome engineering jim dunlops mxr products always presented true bypass feature highend quality materials make reliable dependable delay device humble opinion probably best delay sensitive delivers delay rate 0 600 miliseconds units offer max around 400 mark normally quite large size take lot space pedal boards pedal another little pedal board deliver actually sure exceed expectations ships fast highly recommended mxr carbon copy analog delay great pedal,1
one great surprises last couple years mxr carbon copy delay pedal designed way huge founder jeorge tripps great analog delay 17500 using bucket brigade circuitry true bypass simple 3 knob interface carbon copy flexible unit utilizing modulation switch achieve slight chorusing sound like flutter old tape echoes adjusted via internal trim potthe unit small footprint like mxr pedals pedal board friendlythis truly great sounding delay try one great echoechoecho,1
say first mxrenough said company dunlop gets right mxr line boss guy never really happy delay chorus dont hate boss use superoverdrive chain already mxr dyna comp phaser 90 pedal took leap bought delay wow much warmer boss side side mxr hands downwell least goes slapback space shot easily great pedal may well replace much reverb use im really happy would replace god forbid best delay pedal ever bought,1
pedal really hits spotwarm vintage analog slapback delay optional modulation ability self oscillate fan johnny greenwood love also use give guitar sort ambient sound modulation short delay time sounds almost like phaser classic slapback vintage delay,1
great analog delay analog meaning youre gonna get lot crazy sounds delays last forever youre looking get creative lots weird sounds get boss digital delay pedal intended color tone little bit spectacular way im pleased great analog delay,1
warm analog delay natural sound sterile ez use harsh digital bs like way better boss plus mxr built like tank last lifetime best sounding delay ever used,1
alot mxr pedals one one favorites one top delay pedals pros use super simple use regen many repeats want delay long want delay mix basically loud want delay mix get great delays one pedal aint talkin bout love randy rhoads solos 80s also little mod button seems add depth pedal really makes seem bit fuller like feature alot awesome delay pedal,1
pedal worked well sent back thru marshall itgenerated lot line noise like cool carbon copy,0
warm analog delay great deal range warm modulation sounds great digital delay echos exactly play get analog delay hear part little left get tank tough endless hours fun carbon copy,1
dont problems pedal price would go way huge aqua puss analog delay good pedal,0
tube screamer delay pedals use mine primarily thicken tone definitely would miss board used situations call deep delay love mod function get pretty spacey fall back ehx memory man chained anaolgizer sick ping pong 2 delays experimentation sequences playing blues thrash use tone beef low settings echoey like bassd reverbthere literally million different ways use pedal testament versatility pops many pedal boards many different genreshey stop reading order every board needs one,1
mxr carbon copy analog delay relative newcomer pedal scene become instantly beloved professional semiprofessional amateur guitarists alike would latter category longtime user boss dd3 digital delay bit jarring trying carbon copy playing controls bit appreciating pure quality tone produces quickly overthere isnt great way explain difference digital analog delay say former precise percussive latter provides warmth ambience mod button suppose add additional modulation tone though dont hear dramatic difference matter setting use something undeniably real delay effect carbon copy versus delays used rather repeat notes verbatim almost sounds like haunting middle ground reverbecho effect large hall digital delaythe range delay fortunately quite wide believe goes 20 600 milliseconds give perspective slapback delays rockabilly stray cats echo short probably 150 milliseconds rhythmic u2 delays usually around 350450 ms theres even longer delays lot repeats la pink floyds david gilmour pedal capable though u2 style delay better achieved digital one note though whereas dd3 uses three different knob range settings cover delay time everything 20600 ms covered one sweep carbon copys knob makes convenient also bit touchyto summarize carbon copy outstanding alternative digital delay attractive price point covers sounds delay pedals twice large expensive belongs delay aficionados pedalboard instant classicinspired classic effect,1
great pedal well made fairly compact fit pretty well small pedal board also like tone lot bear mind like vintage tones crisp crystal clear tone like youd get digital delay got warmththeres great video yt proguitarshopcom demos well got great short long delay smooth feel mod switch adds right amount modulation tone make tad fuller bright sounding delay tad dark times youre carefuli use long delay sounds use another delay short slap back echo sounds mooer micropedal work well together get huge fuller ambient type sound going put mooer mxr chain use pedals right front amp theres effects loopi hope helps decision like warm old school tones youll dig pedal great pedal great tones,1
already pedal needed add little delay two separate channels stereo liked delay much rather buy stereo delay bought another mxr carbon copy simple basic awesome,1
recently months back got first tube amp wanted good analog delay pedal go found digital delay pedals left something desired least earsafter lot research reading reviews decided give pedal tryall say wowit excellent sound quality low noise transparent petal chainthe settings outstanding disappointed wellmade best delay pedal,1
unit produce warm vintage sound analog delay 34digital bright34 delay like boss dd3 dd7 mod switch adds perfect 34chorus34 effect 80s metal ballads sound analog delay,1
behringer dr 600 ultra reverb unhappy tone limited selection reverb sounds although unit 10 difference sound tone may well 100 difference quality sound one really sounds super adjust preferences may every reverb sound nice selection cover impressive range well giving option 34wet34 full 34dry34 tinny sounds 34trails34 essentially adds sustain theres also 34echo34 setting pronounced though add 34echolike34 soundso complaints quality machine range effects qualitiesthere couple annoying inconveniences one bright blue light indicating 34on34 commented array pedals one bright others combined cant read dials glare eyes find solution put dark nail polish led bulb put wait dry reapply several times get dimming desiredthe second annoyance name pedal black letters dark blue pedal color impossible read stage even dim room lighting course 34remember34 one behringer pedals white lettering making much easier read every b pedal distinctive color helps solution little dilemma buy 1434 white vinyl letters office depot put words 34reverb34 pedalit annoying make cosmetic changes im much happier pedal enjoy sound instead focusing minor irritations good sound annoying minor issues,1
inexpensive pedal kicks ass provides everything subtle spring reverb vast cathedrallike reverb space setting unique adds interesting modulated overtone couple octaves sounded note providing strange harmony people pick behreinger theyre stuff still cheap admit two pedals 10 bought underwhelmed one keeper kicks ass,1
works well many options reverb tweaks options would recommend pedal inexpensive reverb good pedal price,1
bought pedal enhance reverb sound amp work well different settings intensity reverb sounds nice addition price uses 9v battery power supply sounds great,1
things great values others cheap behringer cheap clips cheap clip holds 9v broke first change clip holds pedal also cheap plastic get stuck using batteries plan 34 hours worth use also noisy pedal like noisier dyna comp od pedals combined like record pedal chain unless want mountain noise leave plugged cables even powered eat batteriesall negatives aside paying less 40 reverb pedal several usable features 63 spring great plate also really good also worththepricealone space feature also known shimmer synth playing behind instrument paired chorus effect get really cool tonesthe rv600 without merit bargain effect pedal fun use features gig record need reverbwellyou arent even looking pedal play home low watt amp doesnt reverb built good option doesnt totally suck,-1
reason bought pedal 34space34 setting essentially shimmering organ octave effect shortest time still slightly tracking get crowded chords sound ethereal choiryfeaturestime controls delay time dry wet signals decay controls length reverberations tone controls color reverb mix controls level wet dry basically cut dry signal desiredthe trails feature hold reverb sound decays even switch however mix set max wet signal sound come enable pedal havent really able use effectively leave trails offdual ins outs useful plugging another instrumentsoundsthe classic reverb sounds spring plate room chamber arent distinct one another hall setting bit expansive ducking nice continual shift note note removing excess reverb latest noteschords played cave tile bit different timbre reverb sounds echo setting acts like short regular digital delayconsthe blue led bright behringer pedals cover sticker still shows throughthe foot switch digital doesnt preserve state doesnt best assuring 34click34because buffered bypass effect continue draw power battery cable plugged even offthe battery difficult get press sides switch lift upalso almost 50 pedals weight bottom metal plate removed makes pedal almost toylike weight sweet pedal comprehensive review,1
date february 08 2011 wow look find review helpful dated much soonernot care tell truth good please bunch fools first time turned exactly sound looking shimmer space verbokay apologizing ordering last one guess take easiest way ordering makes feel better put farther financial problems look search still left behringer needs look customers buying make buying reverb machine must wanting ducking also called shimmer space verb cheaper reverbs danelectro fab echo nice sounding older type slap reverbs sound expensive line 6 verbzilla someone wrote said boss effect internet videos showing effect digitech gsp 2101 quit working right ducking shimmer digitech calls string swell violin type sound call space verb giga verb made mistake buying behringer slow motion 200 thinking string volume swell shimmer found looking internet video hope already wrote songs using digitech gsp 2101 started dreams sound effect ithow well behringer rv600 performs sounds received yet know possible date behringer ep2500 power amplifier still works good even used part rife doug coil machine ep4000 would better use also fan runs time still left,1
bought verbzilla digitech rv7 verbzillas ripoff behringer rv600the types reverb get verbzilla insignificant used synths many kind modes barely useful hate fact line 6 always used mix knob instead separated level reverbfx level cos sacrifice volume get extreme reverb sucksthen tried digitech rv7 first thought wow construction got fancy knobs additional stuffs like thick rubberized knobs cover velcro glow dark sticker fact lexicon soul love one better verbzilla cos dont sacrifice volume get heavy reverb problem theres heavy reverb couldnt get ridiculous amount reverb pedal love gated reverb feature among modes every modes nothing special really light reverb getaaaand finally tried blue thick plastic pedal skeptical first see also mix knob like verbzilla little disappointed really sense juno 60 moog sings differently modes one im happy mix decay could go ridiculous without volume loss much verbzilla could painful guitar players cos cannot boost guitar volume without anything else already full could always gain volume synth balance mix knob since never put volume knob synth full could sense difference modes pedal hell loads themlet tell ugly truth 3 pedals ive tried battery hogs ridiculous mean bad bad ridiculous lasted 510 mins nonstop use battery dried suggest use power adapter thing hate rv600 way put back battery cover place cos put spring back track closing slowly black plastic latch side doesnt feel could last longi dont care ppl said pedal useful synthesizers dont need get expensive gears long make great sounds comes back ability make good music good luck guys best inexpensive reverb pedal synthesizer,1
ive using abusing pedal effects since 1970s running sorts things chaining sorts configurations endured many wall wart pedal meltdowns years said bc dont want come condescending ive learned single effective way power pedals properly infinite number 9v batteries careful match pedal inputs correct adaptor outputs check polarity tip tip positive negative youll fry boss pedal flash plug hot positive tip one make sure polarity matches pedals want negative tip adaptors except digitech want 18 plugs make sure voltage matches 3v adaptor 9v pedal wont power checking things right save behringer pedals use six boardsee product links polarity fragile break right away wrong adaptor fried bbe delay way happy effectingbehringer sm200 slow motion effects pedalbehringer dd400 guitar delay effect pedalbehringer cs400 compressor sustainer ultimate dynamics effects pedalbehringer adi21 vtone acousticbehringer pb100 preamplifiervolume boosterbehringer ph9 classic 90 phase shifterbehringer us600 ultra shifterharmonist ultimate pitch shifter harmonist effects pedalbbe two timer dual modedigitech dgr grunge analogdistortion pedalelectroharmonix micro qtron envelope follower pedaljim dunlop m104 mxr m104 distortion digitech rp155 guitar multieffects processor many pedal effects dont work,1
thought would give pedal shot since inexpensive sounded really good online videos posted pros good sound quality many options echo suit every individual taste bright blue flashing red tap tempo leds stereo dual outin operation tape analog digital types delay awesome guitar signal smooths engaged class bypass cons volume decrease hair engage pedal signal becomes little bassier sounds good analog echoes batteries go fast get adapterall worth money comes warranty reason try lot options available goodsounding pedal great sounds,1
great unit price offer lot variations echo delay typesit sturdy enough use stage piece even would nothesitate use way cant say battery life use withan ac adapter em600 sounds great using outputs 2 differentamps drive mine sometimes behringer ab box using one ofthe 2 preamp gain controls behringer tube amp modeleronly downside settings type control echo delay types bithard read without getting close especially dim lightingthis isnt really big deal though often dont put em600 floor behringer em600 echo machine,1
